Unnamed: 0,recipe_name,prep_time,cook_time,total_time,ingredients,directions,rating,cuisine_path,nutrition,img_src
523,Apricot Brandy and Peach Schnapps Pound Cake,40 mins,1 hrs 15 mins,1 hrs 55 mins,"3 cups white sugar, 1 cup butter, softened, 6  eggs, beaten, 3 cups all-purpose flour, ¼ teaspoon baking soda, ½ teaspoon salt, 1 cup sour cream, ¼ cup apricot brandy, 1 teaspoon lemon zest, 1 cup white sugar, ½ cup peach schnapps, 1 cup water, 1 teaspoon lemon zest, 1 cup apricot preserves, ½ cup apricot brandy, 1 teaspoon lemon zest, ½ cup almonds","Butter and flour one angle food tube cake pan. Preheat oven to 325 degrees F (175 degrees C).
In a mixing bowl, cream together butter and sugar for 5 minutes. Add eggs one at a time. Beat well. Sift flour with soda and salt; add sour cream and brandy ending with flour. Bake for 1 hour 15 minutes.
Prepare the syrup in a sauce pan by combining the sugar, peach flavored liqueur, water and lemon zest. Boil for 1 minute.
Turn cake out onto plate and punch holes in bottom of cake with ice pick or something similar. Slowly pour all of syrup into holes until cake is penetrated and syrup is absorbed. Immediately turn cake right side up onto serving plate.
Prepare the topping/glaze by combining the apricot preserves, apricot brandy and lemon zest in a sauce pan and boiling for 1 minute. Drizzle over top of cake. Place sliced almonds on top of glaze along with a little lemon zest if desired.
Serve the cake with sliced fresh peaches and coat with 1/2 cup citrus juice. Add one basket blueberries and mix together. Pour 1/2 cup peach flavored liqueur and 1/2 cup simple syrup over fruit. (simple syrup made from 1/2 cup sugar boiled in 1 cup water for 1 minute and cooled)",5,/Desserts/Cakes/Pound Cake Recipes/,"Total Fat 25g 32%, Saturated Fat 13g 67%, Cholesterol 142mg 47%, Sodium 289mg 13%, Total Carbohydrate 114g 42%, Dietary Fiber 2g 6%, Total Sugars 83g, Protein 9g, Vitamin C 3mg 16%, Calcium 66mg 5%, Iron 2mg 13%, Potassium 167mg 4%",https://www.allrecipes.com/thmb/SnGGcWkq7Wwm_uHe5oBJ9PwkWL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5877385-6097ec811d1943cc94a40eb98e036d5f.jpg
524,Boozy Apricot Jam,30 mins,5 mins,8 hrs 35 mins,"3 ½ pounds firm-ripe apricots, halved and pitted, 1 (1.75 ounce) package fruit pectin (such as Sure-Jell Premium Fruit Pectin®), 7 cups white sugar, ⅓ cup apricot brandy","Inspect 9 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until jam is ready. Wash new, unused lids and rings in warm soapy water.
Finely chop apricots and measure; you should have 5 cups prepared fruit. Transfer apricots to a large saucepan over medium heat. Stir in pectin and slowly bring mixture to a full rolling boil. Add sugar and stir to dissolve. Return to a full rolling boil over high heat and boil for exactly 1 minute, stirring constantly. Skim off any foam with a ladle or a large spoon.
Remove from heat and stir in the apricot brandy.
Pack apricot jam into the prepared jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",5,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Sodium 0mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 0g 1%, Total Sugars 11g, Protein 0g, Vitamin C 1mg 6%, Calcium 2mg 0%, Potassium 29mg 1%",https://www.allrecipes.com/thmb/W4R-FlL7ze11Wg0h5Fsxf2Qvt6w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5403766-cea33cc7c12f48558dc0c428501955b0.jpg
525,Espresso Biscotti,25 mins,1 hrs,1 hrs 25 mins,"¼ cup unsalted butter, ¾ cup white sugar, 3  eggs, 1 teaspoon vanilla extract, 3 ¼ cups pastry flour, 1 teaspoon ground cinnamon, 1 teaspoon baking powder, 1 teaspoon instant espresso powder, 2 teaspoons grated orange zest, ½ cup chocolate chips, ½ cup dried apricots, ½ cup dried cranberries, ½ cup slivered almonds, 1  egg white, lightly beaten","Preheat oven to 350 degrees F (175 degrees C). Grease a cookie sheet or line it with parchment paper.
Cream together butter and sugar in a bowl until light and fluffy. Beat in eggs and vanilla.
Sift together the flour, cinnamon, and baking powder in a separate bowl. Mix dry ingredients into the egg mixture. Stir in the espresso powder, orange zest, chocolate chips, dried apricots, dried cranberries and almonds.
Shape dough into two equal logs approximately 12 inches long by 2 inches diameter. Place logs on baking sheet, and flatten out to about 1 inch thickness. Brush the log with egg wash.
Bake in the preheated oven until edges are golden and the center is firm, about 35 to 40 minutes. Remove from oven to cool on the pans. When loaves are cool enough to handle, use a serrated knife to slice the loaves diagonally into 1/2 inch thick slices. Return the slices to the baking sheet.
Reduce oven temperature to 325 degrees F (165 degrees C). Bake until they start turning light brown, 15 to 20 minutes. Cool completely, and store in an airtight container at room temperature.",4.2,/Desserts/Cookies/Fruit Cookie Recipes/Cranberry/,"Total Fat 5g 6%, Saturated Fat 2g 11%, Cholesterol 28mg 9%, Sodium 33mg 1%, Total Carbohydrate 25g 9%, Dietary Fiber 3g 11%, Total Sugars 11g, Protein 3g, Vitamin C 0mg 2%, Calcium 25mg 2%, Iron 1mg 7%, Potassium 143mg 3%",https://www.allrecipes.com/thmb/gsVgRcYiMKA1HmBB1EWQT589FDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1823218-78353858e475443dba48e0815eec3242.jpg
526,Nectarine Jam,20 mins,20 mins,1 day 40 mins,"4 pounds nectarines - peeled, pitted, and chopped, 2 tablespoons lemon juice, 3 cups sugar, 1 (1.75 ounce) package fruit pectin (such as Sure-Jell® Pectin Light for less or no sugar), 3 drops almond extract, or to taste","Inspect five (1/2-pint) jars for cracks and rings for rust; discard any defective ones. Immerse the jars and rings in simmering water until jam is ready. Wash new, unused lids and rings in warm soapy water.
Measure finely chopped, peeled nectarines; you should have 4 1/2 cups. Add to a heavy pot and immediately mix with lemon juice so they don't turn brown.
Combine 1/4 cup sugar and fruit pectin in a small bowl. Add to nectarines in the pot; stir well. Slowly bring mixture to a full rolling boil that does not stop bubbling when stirred. Add remaining 2 3/4 cups sugar and stir to dissolve, making sure to scrape over the bottom of the pot. Boil for exactly 1 minute, stirring constantly.
Remove from heat and stir in almond extract.
Pack jam into the prepared jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe the rims with a moist paper towel to remove any spills. Top with the lids and tightly screw on the rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars.
Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",4.8,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Total Carbohydrate 20g 7%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 1g, Vitamin C 3mg 14%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 93mg 2%",https://www.allrecipes.com/thmb/5sngx6ItbO0K9Zpq2aqpwStyz7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nectarine-Jam-2000-cff3dcfca08541bd8587a7f15783daef.jpg
527,Easy Grilled Nectarines,5 mins,5 mins,10 mins,"4  fresh nectarines, pitted and halved, 2 tablespoons melted unsalted butter, 4 tablespoons brown sugar","Brush each nectarine half with 1/4 tablespoon melted butter and sprinkle with 1/2 tablespoon brown sugar.
Preheat the grill on medium heat. Place nectarines into an aluminum grill dish or directly onto the grill. Grill until lightly browned, turning occasionally, 3 to 5 minutes.",5,/Desserts/,"Total Fat 6g 8%, Saturated Fat 4g 19%, Cholesterol 15mg 5%, Sodium 5mg 0%, Total Carbohydrate 28g 10%, Dietary Fiber 2g 8%, Total Sugars 24g, Protein 2g, Vitamin C 7mg 37%, Calcium 21mg 2%, Iron 1mg 3%, Potassium 293mg 6%",https://www.allrecipes.com/thmb/sZ_mvu_RFHGck0ZrHgAnzB_MlaY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6897825-a50b9b70bde6401885bef6aab1a42ffe.jpg
528,Summer Fruit Salad with Whipped Cream,30 mins,10 mins,40 mins,"⅓ cup water, 5 tablespoons white sugar, ¼ cup raspberry-flavored liqueur (such as Chambord®), 2 tablespoons fresh lemon juice","Stir water, 5 tablespoons sugar, 1/4 cup raspberry-flavored liqueur, and lemon juice together in a saucepan over medium-low heat. Bring the mixture to a boil, reduce heat to low, and simmer, stirring frequently, until the sugar dissolves completely, about 8 minutes. Set aside to cool.
Mix nectarines, cherries, strawberries, raspberries, and blueberries in a large bowl. Pour the cooled sugar mixture over the fruit and toss gently to coat.
Beat heavy whipping cream and 2 teaspoons sugar in a bowl with an electric hand mixer on high until stiff peaks form. Fold 1 teaspoon raspberry-flavored liqueur into the whipped cream; spoon over the fruit salad and sprinkle evenly with almonds.",5,/Salad/Fruit Salad Recipes/Strawberry Salad Recipes/,"Total Fat 6g 7%, Saturated Fat 2g 12%, Cholesterol 14mg 5%, Sodium 5mg 0%, Total Carbohydrate 26g 10%, Dietary Fiber 3g 11%, Total Sugars 21g, Protein 2g, Vitamin C 22mg 110%, Calcium 26mg 2%, Iron 1mg 3%, Potassium 205mg 4%",https://www.allrecipes.com/thmb/qlz4jKvs8v3ek35K85rPGXoFYxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2342617-1f0bdf99f2b3456fb771318bb1bfa24e.jpg
529,"Spinach, Nectarine, and Halloumi Salad",20 mins,5 mins,25 mins,"3 tablespoons white wine vinegar, 3 tablespoons extra-virgin olive oil, 3 teaspoons honey, 1 teaspoon Dijon mustard, ¼ teaspoon salt, ¼ teaspoon ground black pepper, ¼ teaspoon dried basil, 4 cups baby spinach, 1  nectarine, pitted and sliced, ¼ cup sliced almonds, toasted, 2 tablespoons thinly sliced red onion, 2 tablespoons thinly sliced red bell pepper, 1 (8.8 ounce) package halloumi cheese, sliced into 1/2-inch strips","Whisk vinegar, olive oil, honey, mustard, salt, pepper, and basil together in a medium bowl. Set vinaigrette aside.
Toss 1/2 of the vinaigrette together with spinach, nectarine, almonds, red onion, and bell pepper in a large bowl.
Heat a nonstick skillet over medium-high heat. Add strips of halloumi and let cook until the undersides are golden brown and all liquid has been released and evaporates, about 4 minutes. Flip and cook until other side is golden brown, about 1 minute more.
Plate servings of salad, top with warm halloumi slices, and serve with remaining vinaigrette.",4.8,/Salad/Green Salad Recipes/Spinach Salad Recipes/,"Total Fat 29g 37%, Saturated Fat 11g 55%, Cholesterol 47mg 16%, Sodium 888mg 39%, Total Carbohydrate 13g 5%, Dietary Fiber 2g 8%, Total Sugars 8g, Protein 16g, Vitamin C 17mg 84%, Calcium 52mg 4%, Iron 1mg 6%, Potassium 296mg 6%",https://www.allrecipes.com/thmb/6Ki_YAOlD4CuoG1Vk3VDCuEv-MY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5553322-d891ac36fdf848cc898218513f330d0c.jpg
530,Peach and Nectarine Crumble,20 mins,30 mins,1 hrs 5 mins,"3 cups soft peaches, or as needed, 3 cups soft nectarines, or as needed, ½ cup white sugar (Optional), 3 tablespoons cornstarch, 1 teaspoon vanilla extract (Optional)","Preheat oven to 375 degrees F (190 degrees C). Grease a 9-inch baking pan.
Boil peaches and nectarines 1 fruit at a time in a pot until very soft, about 30 seconds each. Let cool until ready to handle. Peel, core, and chop into bite-sized pieces.
Mix the fruit, sugar, cornstarch, and vanilla extract together in a large bowl. Pour into the prepared pan.
Combine flour, brown sugar, coconut oil, baking powder, cinnamon, and salt in a bowl. Mix with hands or a fork until crumbly. Sprinkle evenly over the fruit mixture.
Bake in the preheated oven until top is browned and juice appears bubbly, about 30 minutes. Let cool for at least 15 minutes before serving.",4.8,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 6g 8%, Saturated Fat 5g 24%, Sodium 112mg 5%, Total Carbohydrate 49g 18%, Dietary Fiber 4g 14%, Total Sugars 34g, Protein 3g, Vitamin C 24mg 119%, Calcium 54mg 4%, Iron 1mg 6%, Potassium 351mg 7%",https://www.allrecipes.com/thmb/2BQuV0JBFO0KWPSul_FR4O9vkmk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548393-c3fd68e4640e4ec483352d468010aa40.jpg
531,Caramelized Nectarine,5 mins,2 mins,7 mins,"1  nectarine, 2 tablespoons white sugar, 2 tablespoons plain yogurt","Cut nectarine all the way around and twist open. Remove pit. Sprinkle sugar on the cut side of each nectarine half.
Place nectarine, cut-side down, onto a griddle or in a skillet over medium heat; cook for 1 1/2 minutes. Transfer nectarines to a plate, cut-side up, and top each with plain yogurt.",4.3,/Desserts/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Cholesterol 1mg 0%, Sodium 11mg 0%, Total Carbohydrate 21g 8%, Dietary Fiber 1g 4%, Total Sugars 19g, Protein 2g, Vitamin C 4mg 19%, Calcium 33mg 3%, Iron 0mg 1%, Potassium 173mg 4%",https://www.allrecipes.com/thmb/3gIu0QZw9eQp5oZ8mct8HngbjG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3859858-1a25b43f0fe54d28bb26f995f2ae5431.jpg
532,Vegan Overnight Oats with Chia Seeds and Fruit,5 mins,5 mins,8 hrs 10 mins,"1 ⅓ cups almond milk, 2  ripe bananas, mashed, 1 ¼ cups rolled oats, ¾ cup water, 4 tablespoons chia seeds, ½ teaspoon ground cinnamon, ¼ cup fresh blueberries, ¼ cup fresh blackberries, 1  nectarine, peeled and diced","Combine almond milk, bananas, oats, water, chia seeds, and cinnamon in a jar or airtight container; stir together. Cover and refrigerate, 8 hours to overnight.
Place oat mixture in a saucepan over low heat and gently cook for about 5 minutes. Divide between 2 bowls and top with blueberries, blackberries, and nectarine.",5,/Breakfast and Brunch/Cereals/Oatmeal Recipes/,"Total Fat 12g 16%, Saturated Fat 1g 7%, Sodium 118mg 5%, Total Carbohydrate 88g 32%, Dietary Fiber 20g 70%, Total Sugars 28g, Protein 13g, Vitamin C 23mg 114%, Calcium 326mg 25%, Iron 5mg 29%, Potassium 950mg 20%",https://www.allrecipes.com/thmb/RlA2mK3v79KL4Xmd7rifcy_pVjs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5382785-8660bd96c3ea41fe9bac622d6e5db16b.jpg
533,Nectarine Upside-Down Cake,20 mins,35 mins,1 hrs 15 mins,"3 tablespoons butter, at room temperature, ¼ cup brown sugar (such as muscovado), 4  fresh nectarines, sliced into bite-size pieces","Preheat oven to 340 degrees F (170 degrees C). Place butter in a 9-inch round cake pan and melt in the oven as it preheats.
Remove pan from oven and sprinkle brown sugar evenly over melted butter. Arrange nectarine pieces on the brown sugar layer.
Gently whisk flour, baking powder, and salt together in a bowl. Beat unsalted butter and white sugar together in a separate bowl until creamy and smooth; add eggs, 1 at a time, beating well after each addition. Beat vanilla extract into the creamed butter mixture. Add flour mixture to creamed butter mixture; beat on low speed just until batter is combined, about 1 minute. Spread batter over nectarine layer.
Increase oven temperature to 350 degrees F (180 degrees C).
Bake in the preheated oven until cake is golden brown and a toothpick inserted in the center comes out clean, 35 to 40 minutes. Cool cake in pan on a wire rack for 15 minutes. Run a knife around edge of pan and invert cake onto a serving plate. Serve warm or at room temperature.",4.2,/Desserts/Cakes/Upside-Down Cake Recipes/,"Total Fat 18g 22%, Saturated Fat 11g 53%, Cholesterol 80mg 27%, Sodium 265mg 12%, Total Carbohydrate 39g 14%, Dietary Fiber 2g 6%, Total Sugars 18g, Protein 5g, Vitamin C 3mg 15%, Calcium 47mg 4%, Iron 2mg 9%, Potassium 161mg 3%",https://www.allrecipes.com/thmb/Co2wC3vp-KKptUxz5QCXJze5Kvo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8269542-f703898479d643c3bed19554a13a7509.jpg
534,Nectarine Salsa,10 mins,10 mins,25 mins,"2  nectarines, pitted and chopped, ¼ medium red onion, finely chopped, ¼ cup balsamic vinegar, 1 teaspoon white sugar, ½ teaspoon dried cilantro, ½ teaspoon kosher salt,   freshly ground black pepper to taste","In a bowl, mix the nectarines, onion, vinegar, sugar, cilantro, salt, and pepper. Allow to sit 5 minutes.
In a skillet over medium heat, cook and stir the nectarine mixture 10 minutes, until onion and nectarines are tender and lightly browned.",4.1,/Appetizers and Snacks/Dips and Spreads Recipes/Salsa Recipes/,"Total Fat 1g 1%, Sodium 489mg 21%, Total Carbohydrate 23g 8%, Dietary Fiber 3g 10%, Total Sugars 18g, Protein 2g, Vitamin C 10mg 48%, Calcium 25mg 2%, Iron 1mg 5%, Potassium 331mg 7%",https://www.allrecipes.com/thmb/KAK7pUMXV6bbj9bxY7GP_GEZE9M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2501054-1b8e3aa5a2574a548b2824f5eae2a11c.jpg
